"Locus Tag","Gene Name","Product Description","Strain Name","Accession","GO Term","Namespace","GO Evidence Code","Evidence Ontology ECO Code","Evidence Ontology Term","Similar To \ Binds To","PMID"
"CLM75_RS25620","CLM75_RS25620","RNA polymerase subunit sigma","Pseudomonas lurida MYb11","GO:0006352","DNA-templated transcription, initiation","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF04542","PMID:24451626"
"CLM75_RS25620","CLM75_RS25620","RNA polymerase subunit sigma","Pseudomonas lurida MYb11","GO:0006352","DNA-templated transcription initiation","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF04542","PMID:24451626"
"CLM75_RS25620","CLM75_RS25620","RNA polymerase subunit sigma","Pseudomonas lurida MYb11","GO:0006355","regulation of transcription, DNA-templated","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF04542","PMID:24451626"
"CLM75_RS25620","CLM75_RS25620","RNA polymerase subunit sigma","Pseudomonas lurida MYb11","GO:0006355","regulation of DNA-templated transcription","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF04542","PMID:24451626"
"CLM75_RS25620","CLM75_RS25620","RNA polymerase subunit sigma","Pseudomonas lurida MYb11","GO:0003677","DNA binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF08281","PMID:24451626"
"CLM75_RS25620","CLM75_RS25620","RNA polymerase subunit sigma","Pseudomonas lurida MYb11","GO:0016987","sigma factor activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF08281","PMID:24451626"
"CLM75_RS25630","CLM75_RS25630","TonB-dependent siderophore receptor","Pseudomonas lurida MYb11","GO:0009279","cell outer membrane","cellular_component","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:TIGR01783","PMID:24451626"
"CLM75_RS25630","CLM75_RS25630","TonB-dependent siderophore receptor","Pseudomonas lurida MYb11","GO:0015344","siderophore uptake transmembrane transporter activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:TIGR01783","PMID:24451626"
"CLM75_RS25630","CLM75_RS25630","TonB-dependent siderophore receptor","Pseudomonas lurida MYb11","GO:0015891","siderophore transport","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:TIGR01783","PMID:24451626"
"CLM75_RS25630","CLM75_RS25630","TonB-dependent siderophore receptor","Pseudomonas lurida MYb11","GO:0038023","signaling receptor activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:TIGR01783","PMID:24451626"
"CLM75_RS25630","CLM75_RS25630","TonB-dependent siderophore receptor","Pseudomonas lurida MYb11","GO:0019867","outer membrane","cellular_component","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:SM00965","PMID:24451626"
"CLM75_RS25635","CLM75_RS25635","PepSY domain-containing protein","Pseudomonas lurida MYb11","GO:0016020","membrane","cellular_component","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PR01988","PMID:24451626"
"CLM75_RS25650","CLM75_RS25650","two-component system sensor histidine kinase CreC","Pseudomonas lurida MYb11","GO:0007165","signal transduction","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:SM00304","PMID:24451626"
"CLM75_RS25650","CLM75_RS25650","two-component system sensor histidine kinase CreC","Pseudomonas lurida MYb11","GO:0016021","integral component of membrane","cellular_component","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:SM00304","PMID:24451626"
"CLM75_RS25650","CLM75_RS25650","two-component system sensor histidine kinase CreC","Pseudomonas lurida MYb11","GO:0000155","phosphorelay sensor kinase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:SM00388","PMID:24451626"
"CLM75_RS25655","CLM75_RS25655","two-component system response regulator CreB","Pseudomonas lurida MYb11","GO:0000160","phosphorelay signal transduction system","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:SM00448","PMID:24451626"
"CLM75_RS25655","CLM75_RS25655","two-component system response regulator CreB","Pseudomonas lurida MYb11","GO:0003677","DNA binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:cd00383","PMID:24451626"
"CLM75_RS25655","CLM75_RS25655","two-component system response regulator CreB","Pseudomonas lurida MYb11","GO:0006355","regulation of transcription, DNA-templated","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:cd00383","PMID:24451626"
"CLM75_RS25655","CLM75_RS25655","two-component system response regulator CreB","Pseudomonas lurida MYb11","GO:0006355","regulation of DNA-templated transcription","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:cd00383","PMID:24451626"
"CLM75_RS25665","CLM75_RS25665","acyltransferase","Pseudomonas lurida MYb11","GO:0016746","transferase activity, transferring acyl groups","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF01553","PMID:24451626"
"CLM75_RS25665","CLM75_RS25665","acyltransferase","Pseudomonas lurida MYb11","GO:0016746","acyltransferase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF01553","PMID:24451626"
"CLM75_RS25675","CLM75_RS25675","RNA polymerase subunit sigma-70","Pseudomonas lurida MYb11","GO:0003700","DNA-binding transcription factor activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:SSF88946","PMID:24451626"
"CLM75_RS25675","CLM75_RS25675","RNA polymerase subunit sigma-70","Pseudomonas lurida MYb11","GO:0006352","DNA-templated transcription, initiation","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:SSF88946","PMID:24451626"
"CLM75_RS25675","CLM75_RS25675","RNA polymerase subunit sigma-70","Pseudomonas lurida MYb11","GO:0006352","DNA-templated transcription initiation","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:SSF88946","PMID:24451626"
"CLM75_RS25675","CLM75_RS25675","RNA polymerase subunit sigma-70","Pseudomonas lurida MYb11","GO:0006355","regulation of transcription, DNA-templated","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:SSF88946","PMID:24451626"
"CLM75_RS25675","CLM75_RS25675","RNA polymerase subunit sigma-70","Pseudomonas lurida MYb11","GO:0006355","regulation of DNA-templated transcription","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:SSF88946","PMID:24451626"
"CLM75_RS25675","CLM75_RS25675","RNA polymerase subunit sigma-70","Pseudomonas lurida MYb11","GO:0003677","DNA binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF08281","PMID:24451626"
"CLM75_RS25675","CLM75_RS25675","RNA polymerase subunit sigma-70","Pseudomonas lurida MYb11","GO:0016987","sigma factor activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF08281","PMID:24451626"
"CLM75_RS25680","CLM75_RS25680","anti-sigma factor","Pseudomonas lurida MYb11","GO:0005886","plasma membrane","cellular_component","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF10099","PMID:24451626"
"CLM75_RS25680","CLM75_RS25680","anti-sigma factor","Pseudomonas lurida MYb11","GO:0016021","integral component of membrane","cellular_component","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF10099","PMID:24451626"
"CLM75_RS25685","CLM75_RS25685","hypothetical protein","Pseudomonas lurida MYb11","GO:0005886","plasma membrane","cellular_component","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF10099","PMID:24451626"
"CLM75_RS25685","CLM75_RS25685","hypothetical protein","Pseudomonas lurida MYb11","GO:0016021","integral component of membrane","cellular_component","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF10099","PMID:24451626"
"CLM75_RS25690","fdhA","formaldehyde dehydrogenase, glutathione-independent","Pseudomonas lurida MYb11","GO:0016491","oxidoreductase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:TIGR02819","PMID:24451626"
"CLM75_RS25695","purU","formyltetrahydrofolate deformylase","Pseudomonas lurida MYb11","GO:0006189","'de novo' IMP biosynthetic process","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PR01575","PMID:24451626"
"CLM75_RS25695","purU","formyltetrahydrofolate deformylase","Pseudomonas lurida MYb11","GO:0008864","formyltetrahydrofolate deformylase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PR01575","PMID:24451626"
"CLM75_RS25695","purU","formyltetrahydrofolate deformylase","Pseudomonas lurida MYb11","GO:0009058","biosynthetic process","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:SSF53328","PMID:24451626"
"CLM75_RS25700","CLM75_RS25700","sarcosine oxidase subunit gamma family protein","Pseudomonas lurida MYb11","GO:0005515","protein binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:G3DSA:3.30.1360.120","PMID:24451626"
"CLM75_RS25700","CLM75_RS25700","sarcosine oxidase subunit gamma family protein","Pseudomonas lurida MYb11","GO:0008115","sarcosine oxidase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:TIGR01375","PMID:24451626"
"CLM75_RS25700","CLM75_RS25700","sarcosine oxidase subunit gamma family protein","Pseudomonas lurida MYb11","GO:1901053","sarcosine catabolic process","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:TIGR01375","PMID:24451626"
"CLM75_RS25705","CLM75_RS25705","sarcosine oxidase subunit alpha","Pseudomonas lurida MYb11","GO:0005515","protein binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:G3DSA:3.30.1360.120","PMID:24451626"
"CLM75_RS25705","CLM75_RS25705","sarcosine oxidase subunit alpha","Pseudomonas lurida MYb11","GO:0016491","oxidoreductase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF07992","PMID:24451626"
"CLM75_RS25705","CLM75_RS25705","sarcosine oxidase subunit alpha","Pseudomonas lurida MYb11","GO:0008115","sarcosine oxidase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:TIGR01372","PMID:24451626"
"CLM75_RS25705","CLM75_RS25705","sarcosine oxidase subunit alpha","Pseudomonas lurida MYb11","GO:0046653","tetrahydrofolate metabolic process","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:TIGR01372","PMID:24451626"
"CLM75_RS25710","CLM75_RS25710","sarcosine oxidase subunit delta family protein","Pseudomonas lurida MYb11","GO:0008115","sarcosine oxidase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF04267","PMID:24451626"
"CLM75_RS25710","CLM75_RS25710","sarcosine oxidase subunit delta family protein","Pseudomonas lurida MYb11","GO:0046653","tetrahydrofolate metabolic process","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF04267","PMID:24451626"
"CLM75_RS25715","CLM75_RS25715","sarcosine oxidase subunit beta","Pseudomonas lurida MYb11","GO:0008115","sarcosine oxidase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:TIGR01373","PMID:24451626"
"CLM75_RS25715","CLM75_RS25715","sarcosine oxidase subunit beta","Pseudomonas lurida MYb11","GO:0046653","tetrahydrofolate metabolic process","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:TIGR01373","PMID:24451626"
"CLM75_RS25715","CLM75_RS25715","sarcosine oxidase subunit beta","Pseudomonas lurida MYb11","GO:0016491","oxidoreductase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF01266","PMID:24451626"
"CLM75_RS25720","glyA","serine hydroxymethyltransferase","Pseudomonas lurida MYb11","GO:0004372","glycine hydroxymethyltransferase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:MF_00051","PMID:24451626"
"CLM75_RS25720","glyA","serine hydroxymethyltransferase","Pseudomonas lurida MYb11","GO:0019264","glycine biosynthetic process from serine","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:MF_00051","PMID:24451626"
"CLM75_RS25720","glyA","serine hydroxymethyltransferase","Pseudomonas lurida MYb11","GO:0030170","pyridoxal phosphate binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:MF_00051","PMID:24451626"
